feedback_id,ride_id,user_rating,captain_rating,issue_category,comments
FDBK000378,RIDE026041,3,1,No Issues,
FDBK000379,RIDE061193,1,4,Captain Arrived Late,Not satisfied with behaviour
FDBK000380,RIDE003903,1,3,No Helmet Provided,Not satisfied with behaviour
FDBK000381,RIDE062240,3,2,Navigation Confusion,Traffic was handled well
FDBK000382,RIDE067117,4,3,No Helmet Provided,Bike was not clean
FDBK000383,RIDE050147,4,5,Unsafe Driving / Speeding,Traffic was handled well
FDBK000384,RIDE047113,4,5,,Ride experience could be better
FDBK000385,RIDE065714,4,3,Captain Rude or Unfriendly,Traffic was handled well
FDBK000386,RIDE032723,2,1,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK000387,RIDE011777,4,1,,Ride experience could be better
FDBK000388,RIDE025674,5,2,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK000389,RIDE037974,5,2,,"Good service, will ride again"
FDBK000390,RIDE068758,1,5,Bike in Poor Condition,Traffic was handled well
FDBK000391,RIDE019886,2,1,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK000392,RIDE045193,3,4,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK000393,RIDE022577,2,1,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK000394,RIDE063180,3,5,Long Wait Time,Captain was polite and helpful
FDBK000395,RIDE021284,2,3,No Helmet Provided,Bike was not clean
FDBK000396,RIDE076237,4,5,Captain Arrived Late,Bike was not clean
FDBK000397,RIDE058294,4,5,Captain Arrived Late,Bike was not clean
FDBK000398,RIDE049109,1,4,Long Wait Time,
FDBK000399,RIDE065064,5,1,,Traffic was handled well
FDBK000400,,2,5,Long Wait Time,Ride experience could be better
FDBK000401,RIDE062115,4,5,No Issues,Not satisfied with behaviour
FDBK000402,RIDE043551,1,1,No Issues,Fare charged was higher than expected
FDBK000403,RIDE063153,2,4,No Issues,Bike was not clean
FDBK000404,RIDE016628,2,3,Unsafe Driving / Speeding,Ride experience could be better
FDBK000405,RIDE001793,4,4,Long Wait Time,Traffic was handled well
FDBK000406,RIDE037486,5,2,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK000407,RIDE014993,1,3,,Captain arrived late
FDBK000408,RIDE018318,2,2,Unsafe Driving / Speeding,
FDBK000409,RIDE045680,1,1,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK000410,RIDE021618,5,1,Long Wait Time,Bike was not clean
FDBK000411,RIDE033673,1,3,No Helmet Provided,Bike was not clean
FDBK000412,RIDE024222,,4,Bike in Poor Condition,"Good service, will ride again"
FDBK000413,RIDE059993,4,4,No Issues,"Helmet not provided, unsafe"
FDBK000414,RIDE023752,5,2,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK000415,RIDE072754,1,4,Long Wait Time,Captain was polite and helpful
FDBK000416,RIDE039475,5,2,No Helmet Provided,Captain was polite and helpful
FDBK000417,RIDE070885,2,3,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK000418,RIDE047804,5,5,No Issues,"Good service, will ride again"
FDBK000419,RIDE036733,1,2,Captain Arrived Late,Ride was smooth and quick
FDBK000420,RIDE042654,1,3,Fare Overcharged,Captain was polite and helpful
FDBK000421,RIDE036775,4,4,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK000422,RIDE029289,4,2,No Helmet Provided,Fare charged was higher than expected
FDBK000423,RIDE014019,5,2,Bike in Poor Condition,Ride experience could be better
FDBK000424,RIDE027349,3,1,Unsafe Driving / Speeding,Ride experience could be better
FDBK000425,RIDE026890,1,4,Unsafe Driving / Speeding,Traffic was handled well
FDBK000426,RIDE018427,1,1,Fare Overcharged,"Good service, will ride again"
FDBK000427,RIDE024265,2,3,Long Wait Time,"Good service, will ride again"
FDBK000428,RIDE009651,5,5,,Bike was not clean
FDBK000429,RIDE067452,5,2,Captain Arrived Late,Ride experience could be better
FDBK000430,,1,3,No Issues,Ride experience could be better
FDBK000431,RIDE060406,2,5,No Issues,Captain was polite and helpful
FDBK000432,RIDE074436,3,3,No Helmet Provided,"Helmet not provided, unsafe"
FDBK000433,RIDE023041,1,2,Captain Rude or Unfriendly,
FDBK000434,RIDE004530,1,4,Fare Overcharged,Ride was smooth and quick
FDBK000435,,2,1,Captain Arrived Late,Traffic was handled well
FDBK000436,RIDE032641,1,1,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK000437,RIDE040658,2,3,Fare Overcharged,
FDBK000438,RIDE032380,2,4,Long Wait Time,Bike was not clean
FDBK000439,RIDE041713,3,2,Captain Rude or Unfriendly,Traffic was handled well
FDBK000440,RIDE021479,5,5,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK000441,RIDE023742,4,2,Fare Overcharged,"Good service, will ride again"
FDBK000442,RIDE020147,5,5,Navigation Confusion,Ride was smooth and quick
FDBK000443,,1,5,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK000444,RIDE075743,2,1,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK000445,RIDE060609,5,5,Unsafe Driving / Speeding,Traffic was handled well
FDBK000446,RIDE008320,2,1,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK000447,,5,1,Navigation Confusion,Captain arrived late
FDBK000448,RIDE034878,2,5,Fare Overcharged,Fare charged was higher than expected
FDBK000449,RIDE078301,5,2,Long Wait Time,"Helmet not provided, unsafe"
FDBK000450,RIDE046321,4,1,Navigation Confusion,Traffic was handled well
FDBK000451,RIDE030744,5,4,No Helmet Provided,Bike was not clean
FDBK000452,RIDE008075,,4,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK000453,RIDE057590,2,4,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK000454,RIDE074143,4,4,Long Wait Time,Traffic was handled well
FDBK000455,RIDE021748,5,3,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK000456,RIDE065672,2,2,Fare Overcharged,Not satisfied with behaviour
FDBK000457,RIDE021763,2,3,Fare Overcharged,"Helmet not provided, unsafe"
FDBK000458,RIDE051057,4,2,Unsafe Driving / Speeding,
FDBK000459,RIDE020365,1,,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK000460,RIDE058488,3,5,Route Issues / Longer Route Taken,Ride experience could be better
FDBK000461,RIDE035734,2,5,Captain Arrived Late,Ride experience could be better
FDBK000462,RIDE076023,2,5,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK000463,RIDE043463,1,4,Navigation Confusion,
FDBK000464,RIDE060359,1,3,Fare Overcharged,Captain was polite and helpful
FDBK000465,RIDE074868,1,3,Navigation Confusion,
FDBK000466,,4,3,Captain Rude or Unfriendly,Traffic was handled well
FDBK000467,RIDE073144,3,1,,Traffic was handled well
FDBK000468,RIDE044764,3,1,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK000469,RIDE006706,1,5,Navigation Confusion,"Helmet not provided, unsafe"
FDBK000470,RIDE008075,2,5,Bike in Poor Condition,Bike was not clean
FDBK000471,RIDE054194,2,2,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK000472,RIDE052593,1,4,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK000473,,5,3,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK000474,RIDE028091,1,2,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK000475,RIDE010855,1,2,,Captain arrived late
FDBK000476,RIDE078107,3,3,Captain Arrived Late,Fare charged was higher than expected
FDBK000477,RIDE016634,1,1,Long Wait Time,"Good service, will ride again"
FDBK000478,RIDE069099,2,1,Navigation Confusion,Captain arrived late
FDBK000479,RIDE033127,3,1,Fare Overcharged,Ride experience could be better
FDBK000480,,5,,Captain Rude or Unfriendly,Traffic was handled well
FDBK000481,RIDE010826,2,4,,"Helmet not provided, unsafe"
FDBK000482,RIDE041566,5,3,No Issues,Traffic was handled well
FDBK000483,RIDE001053,2,4,No Helmet Provided,
FDBK000484,RIDE027349,1,2,Bike in Poor Condition,Bike was not clean
FDBK000485,RIDE060088,2,2,Long Wait Time,Captain was polite and helpful
FDBK000486,RIDE001837,5,5,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK000487,RIDE034427,3,4,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK000488,RIDE040386,2,5,No Issues,Bike was not clean
FDBK000489,RIDE041083,4,1,No Helmet Provided,Ride was smooth and quick
FDBK000490,,4,5,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK000491,RIDE023141,4,2,,Ride was smooth and quick
FDBK000492,RIDE004530,2,5,Bike in Poor Condition,Traffic was handled well
FDBK000493,RIDE076566,3,5,No Helmet Provided,Captain arrived late
FDBK000494,RIDE079565,5,5,Fare Overcharged,Traffic was handled well
FDBK000495,RIDE030373,1,4,No Helmet Provided,Ride was smooth and quick
FDBK000496,RIDE053867,1,2,Long Wait Time,
FDBK000497,RIDE040301,4,1,Fare Overcharged,Fare charged was higher than expected
FDBK000498,RIDE031646,3,5,Captain Arrived Late,Not satisfied with behaviour
FDBK000499,RIDE019487,4,5,,Ride experience could be better
FDBK000500,RIDE074071,2,5,Fare Overcharged,Not satisfied with behaviour
FDBK000501,RIDE053113,3,1,Bike in Poor Condition,"Good service, will ride again"
FDBK000502,RIDE009870,1,3,Long Wait Time,Bike was not clean
FDBK000503,RIDE003130,2,5,No Helmet Provided,Bike was not clean
FDBK000504,RIDE006568,2,3,Long Wait Time,Fare charged was higher than expected
FDBK000505,RIDE076909,1,4,,Traffic was handled well
FDBK000506,RIDE026899,1,3,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK000507,RIDE009176,2,4,Navigation Confusion,Bike was not clean
FDBK000508,RIDE079211,1,2,Navigation Confusion,
FDBK000509,,5,3,,Fare charged was higher than expected
FDBK000510,RIDE078361,3,4,Route Issues / Longer Route Taken,Bike was not clean
FDBK000511,RIDE072271,3,5,No Helmet Provided,
FDBK000512,RIDE038786,3,1,No Helmet Provided,"Good service, will ride again"
FDBK000513,,3,4,Captain Arrived Late,Captain arrived late
FDBK000514,RIDE011683,5,3,Fare Overcharged,Traffic was handled well
FDBK000515,RIDE000339,3,2,Fare Overcharged,
FDBK000516,RIDE038532,1,2,No Helmet Provided,"Helmet not provided, unsafe"
FDBK000517,RIDE018906,2,4,Navigation Confusion,Bike was not clean
FDBK000518,RIDE005906,3,2,Bike in Poor Condition,Not satisfied with behaviour
FDBK000519,RIDE043053,2,3,Navigation Confusion,
FDBK000520,,1,5,Fare Overcharged,Fare charged was higher than expected
FDBK000521,RIDE001806,5,5,No Issues,Captain arrived late
FDBK000522,RIDE049961,4,3,Fare Overcharged,Ride was smooth and quick
FDBK000523,RIDE033346,4,3,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK000524,RIDE043735,4,1,Captain Arrived Late,Bike was not clean
FDBK000525,RIDE026421,3,4,,Bike was not clean
FDBK000526,,1,4,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK000527,RIDE072616,5,2,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK000528,RIDE013422,4,2,Long Wait Time,Captain was polite and helpful
FDBK000529,RIDE015091,1,3,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK000530,RIDE018184,3,3,Bike in Poor Condition,Ride experience could be better
FDBK000531,,1,5,Route Issues / Longer Route Taken,
FDBK000532,RIDE012819,,5,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK000533,RIDE001053,4,5,No Issues,"Good service, will ride again"
FDBK000534,RIDE004934,2,3,Fare Overcharged,"Helmet not provided, unsafe"
FDBK000535,RIDE062064,5,,Fare Overcharged,Ride was smooth and quick
FDBK000536,RIDE052546,4,1,Fare Overcharged,"Good service, will ride again"
FDBK000537,RIDE021152,4,1,,Traffic was handled well
FDBK000538,RIDE049498,1,3,Navigation Confusion,
FDBK000539,RIDE033127,4,1,Fare Overcharged,Ride was smooth and quick
FDBK000540,RIDE043994,5,3,Long Wait Time,
FDBK000541,RIDE010741,2,3,Route Issues / Longer Route Taken,Captain arrived late
FDBK000542,RIDE051472,1,5,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK000543,RIDE018403,2,2,Navigation Confusion,Not satisfied with behaviour
FDBK000544,RIDE065023,1,4,Navigation Confusion,Captain was polite and helpful
FDBK000545,RIDE067929,4,1,Fare Overcharged,"Good service, will ride again"
FDBK000546,RIDE025688,4,4,No Helmet Provided,Bike was not clean
FDBK000547,RIDE017767,5,5,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK000548,RIDE061556,2,3,Bike in Poor Condition,Traffic was handled well
FDBK000549,RIDE019021,3,3,Long Wait Time,
FDBK000550,RIDE061984,3,5,,"Good service, will ride again"
FDBK000551,RIDE045129,5,3,Long Wait Time,Bike was not clean
FDBK000552,RIDE019487,1,2,Bike in Poor Condition,"Good service, will ride again"
FDBK000553,RIDE036975,5,1,Captain Arrived Late,Fare charged was higher than expected
FDBK000554,RIDE077818,5,1,Route Issues / Longer Route Taken,Captain arrived late
FDBK000555,RIDE010191,1,3,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK000556,RIDE041718,5,3,Navigation Confusion,Not satisfied with behaviour
FDBK000557,RIDE034344,3,1,Long Wait Time,Ride was smooth and quick
FDBK000558,RIDE003132,,4,Long Wait Time,Ride was smooth and quick
FDBK000559,RIDE055955,3,,Long Wait Time,"Good service, will ride again"
FDBK000560,RIDE067106,2,3,Fare Overcharged,"Helmet not provided, unsafe"
FDBK000561,RIDE021875,4,1,Route Issues / Longer Route Taken,
FDBK000562,RIDE003073,5,3,Captain Arrived Late,Captain was polite and helpful
FDBK000563,RIDE050612,1,1,Navigation Confusion,
FDBK000564,RIDE048402,2,,,
FDBK000565,RIDE015974,2,2,Bike in Poor Condition,Ride was smooth and quick
FDBK000566,RIDE028504,,3,Navigation Confusion,
FDBK000567,RIDE000625,1,5,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK000568,RIDE016736,3,5,Long Wait Time,"Good service, will ride again"
FDBK000569,RIDE076909,5,3,No Helmet Provided,Captain was polite and helpful
FDBK000570,RIDE027116,1,2,Bike in Poor Condition,Fare charged was higher than expected
FDBK000571,RIDE065064,2,3,Route Issues / Longer Route Taken,Bike was not clean
FDBK000572,RIDE006204,2,2,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK000573,RIDE050834,5,2,Bike in Poor Condition,Fare charged was higher than expected
FDBK000574,RIDE055643,3,4,No Issues,Fare charged was higher than expected
FDBK000575,RIDE059968,4,3,Long Wait Time,Bike was not clean
FDBK000576,RIDE046897,3,4,Navigation Confusion,"Good service, will ride again"
FDBK000577,RIDE033450,,4,Fare Overcharged,Ride experience could be better
FDBK000578,RIDE051062,2,5,No Helmet Provided,Not satisfied with behaviour
FDBK000579,RIDE079405,3,5,Captain Arrived Late,Ride was smooth and quick
FDBK000580,RIDE008017,3,5,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK000581,RIDE044664,4,4,No Helmet Provided,Bike was not clean
FDBK000582,RIDE047804,5,4,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK000583,RIDE043708,1,2,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK000584,RIDE041613,5,3,Captain Arrived Late,Bike was not clean
FDBK000585,RIDE005100,1,5,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK000586,RIDE079578,2,4,Fare Overcharged,Ride was smooth and quick
FDBK000587,RIDE001525,3,1,Navigation Confusion,
FDBK000588,,,2,Unsafe Driving / Speeding,Traffic was handled well
FDBK000589,RIDE000345,3,4,Navigation Confusion,Ride was smooth and quick
FDBK000590,RIDE012045,3,5,No Helmet Provided,Ride experience could be better
FDBK000591,RIDE023141,1,4,Fare Overcharged,Ride experience could be better
FDBK000592,,3,,No Helmet Provided,"Helmet not provided, unsafe"
FDBK000593,RIDE039688,1,2,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK000594,RIDE063153,1,3,Route Issues / Longer Route Taken,
FDBK000595,RIDE076022,3,3,,Ride was smooth and quick
FDBK000596,RIDE066542,4,1,No Helmet Provided,Ride experience could be better
FDBK000597,RIDE041617,5,2,Bike in Poor Condition,Fare charged was higher than expected
FDBK000598,RIDE012924,1,3,Captain Rude or Unfriendly,
FDBK000599,RIDE065581,4,2,Bike in Poor Condition,Traffic was handled well
FDBK000600,RIDE043375,3,5,,
FDBK000601,RIDE044150,,4,Navigation Confusion,"Helmet not provided, unsafe"
FDBK000602,RIDE014347,3,2,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK000603,RIDE064224,2,5,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK000604,RIDE034346,5,1,Route Issues / Longer Route Taken,Ride experience could be better
FDBK000605,RIDE034878,1,1,,Traffic was handled well
FDBK000606,RIDE010352,1,4,Route Issues / Longer Route Taken,
FDBK000607,RIDE067011,3,2,Fare Overcharged,Ride experience could be better
FDBK000608,RIDE071254,4,1,Long Wait Time,Traffic was handled well
FDBK000609,RIDE010451,2,3,No Issues,Not satisfied with behaviour
FDBK000610,RIDE046629,1,5,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK000611,RIDE070685,,3,Navigation Confusion,Captain arrived late
FDBK000612,RIDE071953,2,,Captain Rude or Unfriendly,Captain arrived late
FDBK000613,RIDE046116,1,1,,Bike was not clean
FDBK000614,RIDE035063,3,3,Bike in Poor Condition,Not satisfied with behaviour
FDBK000615,RIDE030300,2,4,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK000616,RIDE075721,1,3,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK000617,RIDE022105,4,4,Navigation Confusion,Not satisfied with behaviour
FDBK000618,RIDE021833,5,2,Captain Arrived Late,Fare charged was higher than expected
FDBK000619,RIDE012379,5,4,,Bike was not clean
FDBK000620,RIDE037483,2,1,Fare Overcharged,"Good service, will ride again"
FDBK000621,RIDE067207,5,4,Unsafe Driving / Speeding,Traffic was handled well
FDBK000622,RIDE019599,2,2,Fare Overcharged,Captain was polite and helpful
FDBK000623,RIDE050079,3,5,Bike in Poor Condition,Not satisfied with behaviour
FDBK000624,RIDE065014,5,1,,Fare charged was higher than expected
FDBK000625,RIDE012486,1,3,No Helmet Provided,Ride was smooth and quick
FDBK000626,RIDE069831,,2,,Traffic was handled well
FDBK000627,RIDE016628,4,3,Fare Overcharged,Captain was polite and helpful
FDBK000628,RIDE006494,4,5,No Issues,"Good service, will ride again"
FDBK000629,RIDE072616,3,3,Fare Overcharged,Bike was not clean
FDBK000630,RIDE051834,1,2,Fare Overcharged,"Good service, will ride again"
FDBK000631,RIDE002957,3,3,Fare Overcharged,Fare charged was higher than expected
FDBK000632,RIDE043278,4,3,No Helmet Provided,Ride was smooth and quick
FDBK000633,RIDE062943,2,1,Long Wait Time,
FDBK000634,RIDE005571,5,4,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK000635,RIDE063153,4,1,,
FDBK000636,RIDE018564,1,4,,Captain arrived late
FDBK000637,RIDE005309,2,3,,
FDBK000638,RIDE029429,3,4,Unsafe Driving / Speeding,Traffic was handled well
FDBK000639,RIDE048022,2,5,Bike in Poor Condition,Bike was not clean
FDBK000640,RIDE029014,5,3,Bike in Poor Condition,Traffic was handled well
