ride_id,user_id,captain_id,ride_date,pickup_loc,drop_loc,distance_km,duration_min,ride_status
RIDE000236,user04494,CP02485,,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",4.91,49,completed
RIDE000237,user13575,CP01914,2025-07-07,"Indiranagar, Bangalore","Koramangala, Bangalore",11.62,104,cancelled
RIDE000238,user08095,CP01215,07/09/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",16.77,120,cancelled
RIDE000239,user06072,CP01121,8/29/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",3.87,20,completed
RIDE000240,user13257,CP01507,8-10-2025,"MG Road, Bangalore","Whitefield, Bangalore",6.7,53,completed
RIDE000241,user13615,CP02417,08/07/2025,"Charminar, Hyderabad","Secunderabad, Hyderabad",4.21,29,cancelled
RIDE000242,user10228,CP01375,8/29/2025,"MG Road, Bangalore","Indiranagar, Bangalore",3.98,23,completed
RIDE000243,user02490,CP00289,2025-08-31,"Koramangala, Bangalore","MG Road, Bangalore",15.59,120,completed
RIDE000244,user13863,CP01184,,"Indiranagar, Bangalore","Whitefield, Bangalore",14.4,108,completed
RIDE000245,user10697,CP00657,8/1/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",9.22,74,completed
RIDE000246,user11614,CP01988,8/30/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",3.71,27,completed
RIDE000247,user12867,CP01205,5/20/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",4.53,34,completed
RIDE000248,user06951,CP00603,8/31/2025,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",14.09,72,cancelled
RIDE000249,user01297,CP00427,8/25/2025,"Koramangala, Bangalore","MG Road, Bangalore",10.63,56,completed
RIDE000250,user04183,CP02119,6-28-2025,"Indiranagar, Bangalore","Whitefield, Bangalore",10.51,87,completed
RIDE000251,user02071,CP01175,,"Koramangala, Bangalore","Whitefield, Bangalore",3.23,15,completed
RIDE000252,user01103,CP01617,09/01/2025,"MG Road, Bangalore","Indiranagar, Bangalore",8.91,103,completed
RIDE000253,user14449,CP00085,2025-08-30,"Indiranagar, Bangalore","Koramangala, Bangalore",9.87,73,completed
RIDE000254,user08415,CP01422,8/6/2025,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",6.78,49,completed
RIDE000255,user13919,CP00792,2025-07-17,"Koramangala, Bangalore","Indiranagar, Bangalore",17.8,120,completed
RIDE000256,user12182,CP01824,8/30/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",12.64,108,completed
RIDE000257,user05010,CP01040,8/31/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",8.17,69,completed
RIDE000258,user01503,CP00538,2025-08-31,"Jayanagar, Bangalore","Whitefield, Bangalore",3.17,17,completed
RIDE000259,user04847,CP00780,08/12/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",10.99,63,cancelled
RIDE000260,user07367,CP01615,8/30/2025,"Secunderabad, Hyderabad","Charminar, Hyderabad",12.88,68,completed
RIDE000261,user02209,CP01813,2025-08-08,"Koramangala, Bangalore","Indiranagar, Bangalore",9.21,70,cancelled
RIDE000262,user10999,CP01558,5/16/2025,"Whitefield, Bangalore","Koramangala, Bangalore",9.75,93,cancelled
RIDE000263,user01822,CP01590,8/22/2025,"Koramangala, Bangalore","MG Road, Bangalore",4.64,28,completed
RIDE000264,user06243,CP01497,8/23/2025,"MG Road, Bangalore","Indiranagar, Bangalore",12,109,completed
RIDE000265,user06703,CP02017,8/30/2025,"Koramangala, Bangalore","Whitefield, Bangalore",7.47,61,completed
RIDE000266,user05484,CP00189,6/1/2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",10.39,70,completed
RIDE000267,user03239,CP00321,8/13/2025,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",13.98,80,completed
RIDE000268,user11106,CP01908,2025-07-29,"Charminar, Hyderabad","Jubilee Hills, Hyderabad",14.48,120,completed
RIDE000269,user07159,CP01115,2025-08-31,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",14.92,81,cancelled
RIDE000270,user02108,CP00743,6/29/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",6.9,41,completed
RIDE000271,user00621,CP01968,7/11/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",5.18,40,completed
RIDE000272,user01748,CP00407,8/26/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",14.66,75,completed
RIDE000273,user08852,CP00532,8/31/2025,"Whitefield, Bangalore","MG Road, Bangalore",11.32,84,completed
RIDE000274,user05792,CP00187,7/4/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",2.28,15,completed
RIDE000275,user03528,CP01766,7/11/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",15.5,120,completed
RIDE000276,user07900,CP01040,7/26/2025,"Charminar, Hyderabad","Jubilee Hills, Hyderabad",3.96,27,completed
RIDE000277,user09259,CP01139,,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",8.63,63,cancelled
RIDE000278,user09757,CP00305,6/20/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",15.35,94,cancelled
RIDE000279,user04860,CP00946,8/22/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",7.29,70,completed
RIDE000280,user02796,CP01764,6/17/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",2.74,21,completed
RIDE000281,user12089,CP01756,8/18/2025,"Indiranagar, Bangalore","MG Road, Bangalore",6.23,40,completed
RIDE000282,user11749,CP01468,2025-08-26,"Indiranagar, Bangalore","MG Road, Bangalore",7.73,46,completed
RIDE000283,user00136,CP00452,8/14/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",9.59,109,cancelled
RIDE000284,user01010,CP00714,5/24/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",5.66,45,cancelled
,user01914,CP01018,,"Indiranagar, Bangalore","Koramangala, Bangalore",13.74,120,completed
RIDE000286,user03117,CP02143,2025-08-23,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",15.25,71,completed
RIDE000287,user05332,CP01898,2025-07-04,"Whitefield, Bangalore","Koramangala, Bangalore",11.03,103,completed
RIDE000288,user11973,CP01658,8/2/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",10.88,76,completed
RIDE000289,user11528,CP02441,2025-07-10,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",11.11,120,completed
RIDE000290,user08911,CP02002,7/23/2025,"Jayanagar, Bangalore","MG Road, Bangalore",13.83,120,completed
RIDE000291,user09452,CP00790,8/11/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",16.92,114,completed
RIDE000292,user11100,CP01578,7/26/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",2.82,16,completed
RIDE000293,user01971,CP02153,08/10/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",13.65,87,completed
RIDE000294,user06542,CP01888,8/30/2025,"MG Road, Bangalore","Whitefield, Bangalore",11.7,58,completed
RIDE000295,user07765,CP00991,2025-06-18,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",11.03,77,completed
RIDE000296,user08951,CP00079,,"MG Road, Bangalore","Koramangala, Bangalore",13.3,98,completed
RIDE000297,user07197,CP02479,2025-08-20,"Koramangala, Bangalore","Jayanagar, Bangalore",16.66,120,completed
RIDE000298,user12969,CP00010,2025-07-21,"Whitefield, Bangalore","MG Road, Bangalore",9.47,71,completed
RIDE000299,user09950,CP00054,07/29/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",11.71,115,completed
,user04817,CP00985,7/21/2025,"Jayanagar, Bangalore","Koramangala, Bangalore",5.2,25,completed
RIDE000301,user09557,CP01260,8/19/2025,"Koramangala, Bangalore","MG Road, Bangalore",6.01,55,completed
RIDE000302,user04812,CP01140,7/27/2025,"MG Road, Bangalore","Indiranagar, Bangalore",11.65,112,completed
RIDE000303,user13694,CP00135,07/07/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",11.01,50,completed
RIDE000304,user01141,CP01974,2025-06-22,"Indiranagar, Bangalore","Whitefield, Bangalore",5.41,24,completed
RIDE000305,user00501,CP02366,07/15/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",6.68,41,cancelled
RIDE000306,user06210,CP01715,8/20/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",3.18,26,completed
RIDE000307,user10978,CP00343,8/11/2025,"Indiranagar, Bangalore","MG Road, Bangalore",2.68,20,completed
RIDE000308,user12509,CP01161,2025-08-31,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",7.8,75,completed
,user04724,CP02455,2025-06-03,"Koramangala, Bangalore","Whitefield, Bangalore",6.84,31,completed
RIDE000310,user02790,CP02013,8/9/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",6.71,44,cancelled
RIDE000311,user06461,CP00157,6/8/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",15.97,96,completed
RIDE000312,user11595,CP00049,5/24/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",2.22,18,completed
RIDE000313,user00766,CP02417,2025-07-30,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",7.31,64,completed
RIDE000314,user06969,CP00817,8/12/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",17.97,120,completed
RIDE000315,user14427,CP01728,2025-08-11,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",16.5,120,completed
RIDE000316,user13615,CP02045,2025-08-10,"Charminar, Hyderabad","Gachibowli, Hyderabad",7.92,38,completed
RIDE000317,user08196,CP01544,8/31/2025,"Koramangala, Bangalore","Whitefield, Bangalore",10.24,96,completed
RIDE000318,user07442,CP02106,2025-06-01,"Charminar, Hyderabad","Banjara Hills, Hyderabad",15.02,79,completed
RIDE000319,user03687,CP01934,8/28/2025,"Indiranagar, Bangalore","MG Road, Bangalore",4.45,29,completed
RIDE000320,user03943,CP00068,8/21/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",12.79,95,completed
RIDE000321,user11763,CP02335,2025-08-18,"Whitefield, Bangalore","Koramangala, Bangalore",16.45,120,completed
RIDE000322,user05025,CP01976,8/12/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",9.69,54,completed
RIDE000323,user13768,CP00069,2025-09-01,"Banjara Hills, Hyderabad","Charminar, Hyderabad",5.29,55,completed
RIDE000324,user14343,CP01988,5/25/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",12.98,101,completed
RIDE000325,user09949,CP01391,7/29/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",16.73,120,completed
RIDE000326,user06075,CP00215,2025-08-08,"Charminar, Hyderabad","Gachibowli, Hyderabad",3.56,35,completed
RIDE000327,user11257,CP02163,6/7/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",10.44,71,completed
RIDE000328,user09212,CP00919,6/22/2025,"Whitefield, Bangalore","Koramangala, Bangalore",7.93,63,completed
RIDE000329,user00286,CP01721,6/26/2025,"Gachibowli, Hyderabad","Charminar, Hyderabad",6.27,36,completed
RIDE000330,user00796,CP01349,6/19/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",13.33,76,cancelled
RIDE000331,user05673,CP00633,7/22/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",9.77,53,completed
,user07319,CP01467,2025-08-29,"Indiranagar, Bangalore","Whitefield, Bangalore",12.07,84,completed
RIDE000333,user07116,CP02093,8/13/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",14.9,120,cancelled
RIDE000334,user04027,CP01595,2025-08-16,"Indiranagar, Bangalore","Jayanagar, Bangalore",11.09,81,completed
RIDE000335,user14610,CP02209,8/23/2025,"Koramangala, Bangalore","Whitefield, Bangalore",2.05,13,cancelled
RIDE000336,user12689,CP00425,,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",3.65,33,completed
RIDE000337,user11589,CP02261,7/25/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",11.7,120,completed
RIDE000338,user05423,CP00980,8/29/2025,"MG Road, Bangalore","Indiranagar, Bangalore",12.33,101,cancelled
RIDE000339,user03825,CP00909,8/17/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",9.32,47,completed
RIDE000340,user02537,CP00563,2025-08-23,"Whitefield, Bangalore","MG Road, Bangalore",7.93,61,completed
RIDE000341,user05644,CP01685,2025-07-25,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",16.83,104,completed
RIDE000342,user00229,CP01280,8/12/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",7.5,60,completed
RIDE000343,user06162,CP00743,2025-08-26,"Whitefield, Bangalore","Koramangala, Bangalore",15.44,106,completed
RIDE000344,user12614,CP01405,8/2/2025,"Indiranagar, Bangalore","MG Road, Bangalore",8.92,60,completed
RIDE000345,user12195,CP02288,8/28/2025,"Indiranagar, Bangalore","MG Road, Bangalore",12.66,78,cancelled
RIDE000346,user06900,CP00711,07/29/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",15.44,108,completed
RIDE000347,user06106,CP00499,2025-08-10,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",12.03,100,completed
RIDE000348,user14896,CP02488,8/28/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",6.34,56,completed
RIDE000349,user03300,CP01865,6/22/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",7.35,58,completed
RIDE000350,user08514,CP02375,8/20/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",11.09,79,completed
RIDE000351,user12852,CP00597,8/22/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",16.43,120,completed
RIDE000352,user13261,CP02221,8/3/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",4.74,26,completed
RIDE000353,user05657,CP01822,2025-07-08,"Charminar, Hyderabad","Jubilee Hills, Hyderabad",10.16,72,completed
RIDE000354,user12889,CP01787,7/28/2025,"Koramangala, Bangalore","MG Road, Bangalore",8.07,56,completed
RIDE000355,user12539,CP00355,8/23/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",11.44,108,completed
RIDE000356,user02460,CP01988,08/31/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",16.63,88,completed
,user07605,CP02393,2025-07-14,"Indiranagar, Bangalore","MG Road, Bangalore",10.77,82,completed
RIDE000358,user05597,CP01662,08/21/2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",8.68,50,completed
RIDE000359,user06851,CP00868,2025-06-08,"Indiranagar, Bangalore","Whitefield, Bangalore",13,120,completed
RIDE000360,user10422,CP00748,2025-08-31,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",12.75,107,completed
RIDE000361,user04139,CP01335,,"Koramangala, Bangalore","Whitefield, Bangalore",4.12,23,completed
,user02033,CP01207,2025-08-07,"Secunderabad, Hyderabad","Charminar, Hyderabad",6.02,38,completed
RIDE000363,user11247,CP00250,8/15/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",5.39,32,completed
RIDE000364,user06995,CP01836,9/1/2025,"Gachibowli, Hyderabad","Charminar, Hyderabad",3.54,28,completed
RIDE000365,user07126,CP02139,8/15/2025,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",3.83,30,completed
RIDE000366,user11857,CP00035,8/31/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",10.61,104,completed
RIDE000367,user11171,CP00613,8/13/2025,"Whitefield, Bangalore","Jayanagar, Bangalore",16.54,120,completed
RIDE000368,user09541,CP00316,2025-08-16,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",8.03,60,cancelled
RIDE000369,user02044,CP02344,2025-08-24,"MG Road, Bangalore","Indiranagar, Bangalore",14.26,91,completed
RIDE000370,user02151,CP01884,8/11/2025,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",17.71,120,completed
RIDE000371,user08860,CP02432,5/24/2025,"MG Road, Bangalore","Koramangala, Bangalore",7.47,71,completed
RIDE000372,user08131,CP00997,8/28/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",8.91,68,completed
RIDE000373,user12699,CP00420,07/23/2025,"Koramangala, Bangalore","Whitefield, Bangalore",4.9,37,completed
RIDE000374,user06613,CP02373,08/23/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",9.21,63,completed
RIDE000375,user08049,CP01376,8/24/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",6.6,48,completed
RIDE000376,user02761,CP00038,6/23/2025,"Whitefield, Bangalore","Jayanagar, Bangalore",13.62,63,cancelled
RIDE000377,user14669,CP01771,8/29/2025,"MG Road, Bangalore","Indiranagar, Bangalore",14.25,120,completed
RIDE000378,user09863,CP01239,2025-06-03,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",5.7,45,cancelled
,user00525,CP01159,7/29/2025,"MG Road, Bangalore","Indiranagar, Bangalore",2.86,24,completed
RIDE000380,user08060,CP02458,2025-08-15,"Indiranagar, Bangalore","Whitefield, Bangalore",13.41,120,completed
,user10389,CP00702,07/07/2025,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",11.28,81,cancelled
RIDE000382,user10924,CP01054,07/20/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",4.4,22,completed
RIDE000383,user09433,CP00103,7-14-2025,"Jayanagar, Bangalore","Koramangala, Bangalore",3.96,33,completed
RIDE000384,user13814,CP01403,2025-08-12,"Whitefield, Bangalore","Indiranagar, Bangalore",11.61,119,cancelled
RIDE000385,user12782,CP01517,2025-08-06,"MG Road, Bangalore","Indiranagar, Bangalore",8.46,68,completed
RIDE000386,user05865,CP01029,2025-08-30,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",14.47,98,cancelled
RIDE000387,user06130,CP01784,7/10/2025,"Indiranagar, Bangalore","MG Road, Bangalore",10.84,70,completed
RIDE000388,user01417,CP00602,7/26/2025,"MG Road, Bangalore","Jayanagar, Bangalore",17.06,120,completed
RIDE000389,user14254,CP00452,5/16/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",16.18,103,completed
RIDE000390,user11288,CP01461,2025-08-28,"MG Road, Bangalore","Whitefield, Bangalore",14.67,117,completed
RIDE000391,user01776,CP02372,8/30/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",13.81,120,completed
RIDE000392,user06244,CP02321,08/20/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",13.56,87,completed
RIDE000393,user09324,CP01358,7/17/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",11.47,84,completed
RIDE000394,user01126,CP00172,8/12/2025,"Whitefield, Bangalore","MG Road, Bangalore",3.75,25,cancelled
RIDE000395,user03985,CP01227,,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",6.62,39,completed
RIDE000396,user02716,CP01105,6/18/2025,"Koramangala, Bangalore","Whitefield, Bangalore",8.63,54,completed
RIDE000397,user11168,CP02233,8/23/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",2.41,23,completed
RIDE000398,user14390,CP01219,9/1/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",14.7,120,completed
RIDE000399,user10613,CP02002,09/01/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",16.71,120,completed
RIDE000400,user13766,CP01886,7/15/2025,"Jayanagar, Bangalore","Indiranagar, Bangalore",8.18,48,completed
RIDE000401,user11165,CP00236,7/26/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",6.47,32,completed
,user05354,CP01459,8/19/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",10.23,59,completed
RIDE000403,user00943,CP01318,8/21/2025,"Whitefield, Bangalore","Jayanagar, Bangalore",13.67,114,completed
RIDE000404,user07684,CP02235,2025-08-24,"Charminar, Hyderabad","Gachibowli, Hyderabad",5,39,completed
RIDE000405,user09445,CP00915,8/22/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",13.03,81,completed
RIDE000406,user03549,CP01719,2025-07-26,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",12.42,67,completed
RIDE000407,user11761,CP02351,2025-07-27,"MG Road, Bangalore","Koramangala, Bangalore",8.89,44,completed
RIDE000408,user09683,CP01384,,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",5.68,49,completed
RIDE000409,user06027,CP00913,2025-08-23,"MG Road, Bangalore","Koramangala, Bangalore",8.99,50,completed
RIDE000410,user08261,CP00693,8/31/2025,"MG Road, Bangalore","Indiranagar, Bangalore",5.34,32,completed
RIDE000411,user06240,CP01535,8/25/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",8.8,73,completed
RIDE000412,user11502,CP00233,,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",11.47,112,completed
RIDE000413,user14137,CP01749,2025-06-05,"Gachibowli, Hyderabad","Charminar, Hyderabad",17.44,120,completed
RIDE000414,user10882,CP02466,6/21/2025,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",3.71,20,cancelled
RIDE000415,user00919,CP02100,08/25/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",11.71,82,completed
RIDE000416,user11022,CP02217,2025-09-01,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",7.2,40,cancelled
RIDE000417,user04686,CP00875,8/31/2025,"MG Road, Bangalore","Whitefield, Bangalore",8.67,58,cancelled
RIDE000418,user07520,CP01719,2025-08-06,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",8.73,52,completed
RIDE000419,user11528,CP00226,,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",4.56,37,cancelled
RIDE000420,user08485,CP01769,2025-07-07,"Banjara Hills, Hyderabad","Charminar, Hyderabad",5.22,50,completed
RIDE000421,user04870,CP01615,,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",5.12,38,completed
RIDE000422,user03735,CP00547,06/10/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",12.36,67,completed
RIDE000423,user01005,CP00418,8/4/2025,"Indiranagar, Bangalore","Jayanagar, Bangalore",9.71,86,completed
