payment_id,ride_id,payment_method,fare,discount_percent,discount_amount,final_amount,payment_status
PAY000401,RIDE000423,UPI,253.82,0,0,253.82,Paid
PAY000402,RIDE000424,Cash,121.91,0,0,121.91,Paid
PAY000403,RIDE000425,UPI,287.79,0,0,287.79,Paid
PAY000404,RIDE000426,Card,331.32,13.25,43.92,287.4,Paid
PAY000405,RIDE000427,Wallet,393.33,18.65,73.36,319.97,Paid
PAY000406,RIDE000429,Cash,203.4,0,0,203.4,Paid
PAY000407,RIDE000430,Cash,219.43,0,0,219.43,Paid
PAY000408,RIDE000431,Card,454.42,0,0,454.42,Paid
PAY000409,RIDE000432,Card,98.23,14.77,14.51,83.72,Paid
PAY000410,RIDE000433,Card,275.92,15.01,41.43,234.49,Paid
PAY000411,RIDE000434,Card,297.93,10.61,31.62,266.31,Paid
PAY000412,RIDE000435,Card,427.43,11.64,49.75,377.68,Paid
PAY000413,RIDE000436,Wallet,99.76,0,0,99.76,Paid
PAY000414,RIDE000437,UPI,95.24,0,0,95.24,Paid
PAY000415,RIDE000438,Card,142.31,0,0,142.31,Paid
PAY000416,RIDE000439,Wallet,197.37,0,0,197.37,Paid
PAY000417,RIDE000440,Wallet,63.04,0,0,63.04,Paid
PAY000418,RIDE000441,Cash,318.85,0,0,318.85,Paid
PAY000419,RIDE000442,Cash,297.32,0,0,297.32,Paid
PAY000420,RIDE000443,Card,238.22,12.74,30.36,207.86,Paid
PAY000421,RIDE000444,Card,205.05,14.07,28.85,176.2,Paid
PAY000422,RIDE000445,UPI,172.12,16.87,29.03,143.09,Paid
PAY000423,RIDE000446,Card,329.2,0,0,329.2,Paid
PAY000424,RIDE000447,Cash,190.18,0,0,190.18,Paid
PAY000425,RIDE000448,Card,87.53,16.21,14.19,73.34,Paid
PAY000426,RIDE000449,Wallet,474.14,16.45,77.98,396.16,Paid
PAY000427,RIDE000450,Card,60.3,0,0,60.3,Pending
PAY000428,RIDE000452,Card,106.37,10.84,11.53,94.84,Paid
PAY000429,RIDE000453,Cash,379.04,15.03,56.98,322.06,Paid
PAY000430,RIDE000454,UPI,417.61,24.96,104.22,313.39,Paid
PAY000431,RIDE000455,UPI,366.73,0,0,366.73,Paid
PAY000432,RIDE000456,Cash,489.14,21.11,103.28,385.86,Paid
PAY000433,RIDE000457,Cash,205.45,17.1,35.13,170.32,Paid
PAY000434,RIDE000458,UPI,441.51,0,0,441.51,Paid
PAY000435,RIDE000459,Card,435.39,0,0,435.39,Paid
PAY000436,RIDE000460,Card,473.61,0,0,473.61,Paid
PAY000437,RIDE000462,Cash,522.3,0,0,522.3,Paid
PAY000438,RIDE000463,UPI,272.2,0,0,272.2,Paid
PAY000439,RIDE000464,Card,434.12,12.29,53.37,380.75,Paid
PAY000440,RIDE000465,Cash,419.6,0,0,419.6,Paid
PAY000441,RIDE000466,Wallet,120.61,0,0,120.61,Paid
PAY000442,RIDE000467,Cash,328.15,13.85,45.44,282.71,Paid
PAY000443,RIDE000468,Card,344.04,0,0,344.04,Paid
PAY000444,RIDE000469,Card,440.24,0,0,440.24,Paid
PAY000445,RIDE000470,Cash,400.19,0,0,400.19,Paid
PAY000446,RIDE000472,Wallet,321.45,0,0,321.45,Paid
PAY000447,RIDE000473,UPI,239,0,0,239,Paid
PAY000448,RIDE000474,Cash,413.94,0,0,413.94,Paid
PAY000449,RIDE000476,UPI,352.14,13.65,48.06,304.08,Paid
PAY000450,RIDE000477,Cash,224.14,20.82,46.66,177.48,Paid
PAY000451,RIDE000478,Card,357.66,0,0,357.66,Paid
PAY000452,RIDE000479,Card,89.64,23.28,20.87,68.77,Paid
PAY000453,RIDE000480,UPI,470.19,0,0,470.19,Paid
PAY000454,RIDE000481,UPI,55.16,0,0,55.16,Paid
PAY000455,RIDE000482,UPI,308.99,24.97,77.14,231.85,Paid
PAY000456,RIDE000483,UPI,126.58,14.78,18.71,107.87,Paid
PAY000457,RIDE000484,UPI,115.66,0,0,115.66,Paid
PAY000458,RIDE000485,UPI,145.53,0,0,145.53,Paid
PAY000459,RIDE000486,UPI,287.2,0,0,287.2,Paid
PAY000460,RIDE000487,Cash,364,0,0,364,Paid
PAY000461,RIDE000488,Wallet,290.5,12.41,36.06,254.44,Paid
PAY000462,RIDE000489,Wallet,366.36,12.92,47.33,319.03,Paid
PAY000463,RIDE000490,Wallet,348.14,18.01,62.69,285.45,Paid
PAY000464,RIDE000491,Cash,284.16,14.64,41.6,242.56,Paid
PAY000465,RIDE000492,UPI,207.72,21.97,45.63,162.09,Paid
PAY000466,RIDE000493,UPI,466.93,0,0,466.93,Paid
PAY000467,RIDE000494,Card,319.37,12.47,39.82,279.55,Paid
PAY000468,RIDE000495,UPI,199.31,0,0,199.31,Paid
PAY000469,RIDE000496,UPI,219.9,0,0,219.9,Paid
PAY000470,RIDE000497,UPI,250.35,0,0,250.35,Paid
PAY000471,RIDE000498,Card,436.97,0,0,436.97,Paid
PAY000472,RIDE000499,UPI,405.83,11.6,47.06,358.77,Paid
PAY000473,RIDE000500,Wallet,234.75,0,0,234.75,Paid
PAY000474,RIDE000501,Cash,65.21,13.31,8.68,56.53,Paid
PAY000475,RIDE000502,Wallet,491.17,0,0,491.17,Paid
PAY000476,RIDE000503,Wallet,217.95,10.39,22.64,195.31,Paid
PAY000477,RIDE000505,UPI,378.89,0,0,378.89,Paid
PAY000478,RIDE000506,Card,208.33,0,0,208.33,Paid
PAY000479,RIDE000507,Card,440.83,0,0,440.83,Paid
PAY000480,RIDE000508,Cash,183.3,13.02,23.87,159.43,Paid
PAY000481,RIDE000509,Cash,176.43,0,0,176.43,Paid
PAY000482,RIDE000510,UPI,224.8,10.44,23.47,201.33,Paid
PAY000483,RIDE000511,UPI,509.27,0,0,509.27,Paid
PAY000484,RIDE000512,Cash,62.2,0,0,62.2,Paid
PAY000485,RIDE000514,Cash,366.17,0,0,366.17,Paid
PAY000486,RIDE000516,Cash,342.34,0,0,342.34,Paid
PAY000487,RIDE000517,Card,139.41,0,0,139.41,Paid
PAY000488,RIDE000519,Wallet,378.22,0,0,378.22,Paid
PAY000489,RIDE000520,UPI,319.29,0,0,319.29,Paid
PAY000490,RIDE000521,Wallet,84.1,19.45,16.36,67.74,Paid
PAY000491,RIDE000522,UPI,203.73,24.33,49.57,154.16,Paid
PAY000492,RIDE000523,Wallet,278.52,23.42,65.24,213.28,Paid
PAY000493,RIDE000524,Card,454,0,0,454,Paid
PAY000494,RIDE000525,Cash,91.17,11.21,10.22,80.95,Paid
PAY000495,RIDE000526,Card,187.02,0,0,187.02,Pending
PAY000496,RIDE000527,Wallet,294.18,0,0,294.18,Paid
PAY000497,RIDE000528,Card,251.84,0,0,251.84,Paid
PAY000498,RIDE000529,Cash,351.42,0,0,351.42,Paid
PAY000499,RIDE000530,Cash,524.94,0,0,524.94,Paid
PAY000500,RIDE000531,Cash,364.17,0,0,364.17,Paid
PAY000501,RIDE000532,Wallet,340.76,12.31,41.95,298.81,Paid
PAY000502,RIDE000533,Wallet,286.06,0,0,286.06,Paid
PAY000503,RIDE000534,UPI,135.49,20.35,27.57,107.92,Paid
PAY000504,RIDE000535,Cash,348.82,0,0,348.82,Paid
PAY000505,RIDE000537,Cash,286.03,11.79,33.73,252.3,Paid
PAY000506,RIDE000538,Wallet,509.05,0,0,509.05,Paid
PAY000507,RIDE000539,UPI,177.3,19.66,34.86,142.44,Paid
PAY000508,RIDE000540,Card,317.28,0,0,317.28,Paid
PAY000509,RIDE000543,UPI,425.66,0,0,425.66,Paid
PAY000510,RIDE000544,UPI,469.13,21.56,101.15,367.98,Paid
PAY000511,RIDE000545,Cash,100.89,0,0,100.89,Paid
PAY000512,RIDE000546,UPI,307.91,0,0,307.91,Paid
PAY000513,RIDE000547,Wallet,301.68,0,0,301.68,Paid
PAY000514,RIDE000549,Card,344.61,10.57,36.42,308.19,Paid
PAY000515,RIDE000550,UPI,401.69,0,0,401.69,Paid
PAY000516,RIDE000551,Wallet,293.76,15.31,44.97,248.79,Pending
PAY000517,RIDE000552,Cash,82.74,11.18,9.25,73.49,Paid
PAY000518,RIDE000553,Card,467.16,0,0,467.16,Paid
PAY000519,RIDE000554,Card,480.81,0,0,480.81,Paid
PAY000520,RIDE000555,UPI,400.43,14.05,56.26,344.17,Paid
PAY000521,RIDE000556,Wallet,107.49,0,0,107.49,Paid
PAY000522,RIDE000558,UPI,60.72,0,0,60.72,Pending
PAY000523,RIDE000559,Cash,250.9,23.62,59.27,191.63,Paid
PAY000524,RIDE000560,UPI,457.58,10.4,47.61,409.97,Paid
PAY000525,RIDE000561,Card,339.99,0,0,339.99,Paid
PAY000526,RIDE000562,Cash,304.47,0,0,304.47,Paid
PAY000527,RIDE000563,UPI,423.32,0,0,423.32,Paid
PAY000528,RIDE000564,Wallet,252.06,19.93,50.24,201.82,Paid
PAY000529,RIDE000565,Wallet,56.32,0,0,56.32,Paid
PAY000530,RIDE000566,UPI,319.83,20.95,66.99,252.84,Paid
PAY000531,RIDE000568,Card,482.42,0,0,482.42,Paid
PAY000532,RIDE000569,UPI,155.04,0,0,155.04,Paid
PAY000533,RIDE000571,UPI,527.08,15.82,83.36,443.72,Paid
PAY000534,RIDE000572,Wallet,198.47,0,0,198.47,Paid
PAY000535,RIDE000573,Card,149.08,0,0,149.08,Paid
PAY000536,RIDE000574,Wallet,451.17,0,0,451.17,Paid
PAY000537,RIDE000575,Card,122.51,19.78,24.24,98.27,Paid
PAY000538,RIDE000576,Cash,168.36,0,0,168.36,Paid
PAY000539,RIDE000578,UPI,222.35,24.84,55.24,167.11,Pending
PAY000540,RIDE000579,Wallet,336.15,15.48,52.05,284.1,Paid
PAY000541,RIDE000580,Cash,191.02,0,0,191.02,Paid
PAY000542,RIDE000581,UPI,320.81,0,0,320.81,Paid
PAY000543,RIDE000582,Wallet,156.29,0,0,156.29,Paid
PAY000544,RIDE000583,Cash,422.77,0,0,422.77,Paid
PAY000545,RIDE000584,Wallet,127.96,0,0,127.96,Paid
PAY000546,RIDE000585,Cash,196.25,0,0,196.25,Paid
PAY000547,RIDE000586,Wallet,455.02,0,0,455.02,Paid
PAY000548,RIDE000587,UPI,192.76,0,0,192.76,Paid
PAY000549,RIDE000588,UPI,426.15,0,0,426.15,Paid
PAY000550,RIDE000589,UPI,398.4,20.23,80.58,317.82,Paid
PAY000551,RIDE000590,Wallet,307.57,0,0,307.57,Paid
PAY000552,RIDE000591,Wallet,89.36,0,0,89.36,Paid
PAY000553,RIDE000592,UPI,325.57,20.13,65.53,260.04,Paid
PAY000554,RIDE000593,Wallet,214.01,0,0,214.01,Paid
PAY000555,RIDE000594,Card,352.24,0,0,352.24,Paid
PAY000556,RIDE000595,Card,246.09,0,0,246.09,Paid
PAY000557,RIDE000596,Card,140.54,18.31,25.74,114.8,Paid
PAY000558,RIDE000597,UPI,501.61,0,0,501.61,Paid
PAY000559,RIDE000598,Wallet,111.5,0,0,111.5,Paid
PAY000560,RIDE000601,Card,386.93,0,0,386.93,Paid
PAY000561,RIDE000602,Wallet,164.81,0,0,164.81,Paid
PAY000562,RIDE000603,UPI,75.45,24.26,18.3,57.15,Paid
PAY000563,RIDE000604,Wallet,361.2,0,0,361.2,Pending
PAY000564,RIDE000605,Wallet,426.19,0,0,426.19,Paid
PAY000565,RIDE000606,Wallet,257.42,0,0,257.42,Paid
PAY000566,RIDE000607,Card,100.99,0,0,100.99,Pending
PAY000567,RIDE000609,Card,412.85,0,0,412.85,Paid
PAY000568,RIDE000610,UPI,364.58,0,0,364.58,Paid
PAY000569,RIDE000611,Cash,133.81,0,0,133.81,Paid
PAY000570,RIDE000612,Wallet,471.69,0,0,471.69,Paid
PAY000571,RIDE000613,Cash,104.24,0,0,104.24,Paid
PAY000572,RIDE000614,Wallet,431.24,0,0,431.24,Paid
PAY000573,RIDE000615,Wallet,58.37,14.83,8.65,49.72,Paid
PAY000574,RIDE000616,Wallet,66.83,21.15,14.14,52.69,Paid
PAY000575,RIDE000617,Card,173.13,21.38,37.01,136.12,Paid
PAY000576,RIDE000618,UPI,124.53,15.23,18.97,105.56,Paid
PAY000577,RIDE000619,Cash,182.97,0,0,182.97,Paid
PAY000578,RIDE000620,UPI,367.88,24.3,89.38,278.5,Pending
PAY000579,RIDE000621,Wallet,390.36,0,0,390.36,Paid
PAY000580,RIDE000622,Card,146.5,10.96,16.06,130.44,Paid
PAY000581,RIDE000623,Card,123.2,0,0,123.2,Paid
PAY000582,RIDE000624,Wallet,144.88,0,0,144.88,Paid
PAY000583,RIDE000625,Card,395.82,0,0,395.82,Paid
PAY000584,RIDE000626,Card,262.27,0,0,262.27,Paid
PAY000585,RIDE000627,UPI,360.87,21.57,77.83,283.04,Paid
PAY000586,RIDE000628,Card,471.7,0,0,471.7,Pending
PAY000587,RIDE000629,UPI,361.51,0,0,361.51,Paid
PAY000588,RIDE000630,Wallet,237.94,22.32,53.11,184.83,Pending
PAY000589,RIDE000631,Card,212.22,0,0,212.22,Paid
PAY000590,RIDE000632,UPI,424.78,11.79,50.09,374.69,Paid
PAY000591,RIDE000633,Card,497.26,0,0,497.26,Paid
PAY000592,RIDE000634,Wallet,438.36,19.03,83.42,354.94,Paid
PAY000593,RIDE000635,UPI,71.16,0,0,71.16,Pending
PAY000594,RIDE000636,Cash,379.3,0,0,379.3,Paid
PAY000595,RIDE000637,Wallet,130.22,0,0,130.22,Paid
PAY000596,RIDE000638,Card,403.3,0,0,403.3,Paid
PAY000597,RIDE000639,Card,113.95,0,0,113.95,Paid
PAY000598,RIDE000640,Cash,263.66,17.03,44.9,218.76,Paid
PAY000599,RIDE000641,UPI,236.19,0,0,236.19,Pending
PAY000600,RIDE000642,UPI,330.5,0,0,330.5,Paid
PAY000601,RIDE000643,Wallet,184,0,0,184,Paid
PAY000602,RIDE000644,Wallet,105.66,24.11,25.48,80.18,Paid
PAY000603,RIDE000646,UPI,225.82,0,0,225.82,Paid
PAY000604,RIDE000647,UPI,398.15,0,0,398.15,Paid
PAY000605,RIDE000648,UPI,391.03,0,0,391.03,Paid
PAY000606,RIDE000649,Wallet,242.98,23.52,57.15,185.83,Paid
PAY000607,RIDE000650,Wallet,282.01,13.45,37.92,244.09,Paid
PAY000608,RIDE000651,UPI,312.07,0,0,312.07,Paid
PAY000609,RIDE000652,Card,369.76,0,0,369.76,Paid
PAY000610,RIDE000653,Cash,425.77,0,0,425.77,Paid
PAY000611,RIDE000654,Card,448.41,0,0,448.41,Paid
PAY000612,RIDE000656,Cash,343.48,24.23,83.24,260.24,Paid
PAY000613,RIDE000657,UPI,195.14,0,0,195.14,Paid
PAY000614,RIDE000658,UPI,187.07,0,0,187.07,Paid
PAY000615,RIDE000659,Cash,391.46,0,0,391.46,Paid
PAY000616,RIDE000660,Cash,101.9,20.16,20.55,81.35,Paid
PAY000617,RIDE000661,Card,93.78,0,0,93.78,Pending
PAY000618,RIDE000662,Wallet,226.24,0,0,226.24,Paid
PAY000619,RIDE000664,Card,190.86,12.12,23.13,167.73,Paid
PAY000620,RIDE000665,Card,425.23,13.47,57.28,367.95,Paid
PAY000621,RIDE000666,UPI,420.88,0,0,420.88,Paid
PAY000622,RIDE000667,UPI,291.67,0,0,291.67,Paid
PAY000623,RIDE000668,UPI,88.7,20.25,17.96,70.74,Paid
PAY000624,RIDE000669,Cash,101.19,0,0,101.19,Paid
PAY000625,RIDE000670,UPI,217.63,0,0,217.63,Paid
PAY000626,RIDE000671,UPI,126.25,0,0,126.25,Paid
PAY000627,RIDE000673,Wallet,174.85,18.63,32.58,142.27,Paid
PAY000628,RIDE000674,Card,458.35,0,0,458.35,Paid
PAY000629,RIDE000675,UPI,368.04,13.7,50.42,317.62,Paid
PAY000630,RIDE000676,Card,326.57,0,0,326.57,Paid
PAY000631,RIDE000677,Wallet,491.57,10.51,51.68,439.89,Paid
PAY000632,RIDE000678,UPI,184.71,0,0,184.71,Paid
PAY000633,RIDE000679,Cash,471.55,17.33,81.7,389.85,Paid
PAY000634,RIDE000680,Wallet,166.18,0,0,166.18,Paid
PAY000635,RIDE000681,Card,464.92,0,0,464.92,Paid
PAY000636,RIDE000682,Card,174.39,0,0,174.39,Pending
PAY000637,RIDE000683,Card,146.54,0,0,146.54,Paid
PAY000638,RIDE000684,UPI,241.12,0,0,241.12,Paid
PAY000639,RIDE000685,Wallet,100.17,0,0,100.17,Paid
PAY000640,RIDE000686,Wallet,478.95,0,0,478.95,Paid
PAY000641,RIDE000687,Wallet,445.32,17.05,75.95,369.37,Paid
PAY000642,RIDE000688,UPI,84.5,0,0,84.5,Paid
PAY000643,RIDE000689,Wallet,94.22,0,0,94.22,Paid
PAY000644,RIDE000690,Card,272.83,16.07,43.85,228.98,Paid
PAY000645,RIDE000691,Card,358.59,0,0,358.59,Paid
PAY000646,RIDE000692,Wallet,223.43,0,0,223.43,Paid
PAY000647,RIDE000693,UPI,166.62,14.07,23.45,143.17,Paid
PAY000648,RIDE000694,Card,160.89,15.1,24.29,136.6,Paid
PAY000649,RIDE000695,Cash,264.5,0,0,264.5,Paid
PAY000650,RIDE000696,UPI,311.4,0,0,311.4,Paid
PAY000651,RIDE000697,Cash,259.06,0,0,259.06,Paid
PAY000652,RIDE000698,Card,74.8,0,0,74.8,Paid
PAY000653,RIDE000699,Wallet,438.54,14.46,63.4,375.14,Paid
PAY000654,RIDE000700,UPI,112.87,22.79,25.72,87.15,Paid
PAY000655,RIDE000701,Cash,156.09,15.16,23.67,132.42,Paid
PAY000656,RIDE000702,Cash,147.67,17.54,25.9,121.77,Paid
PAY000657,RIDE000703,Wallet,132.61,0,0,132.61,Pending
PAY000658,RIDE000704,Wallet,185.86,0,0,185.86,Paid
PAY000659,RIDE000705,UPI,308.32,0,0,308.32,Paid
PAY000660,RIDE000706,UPI,288.44,0,0,288.44,Paid
PAY000661,RIDE000707,UPI,207.65,0,0,207.65,Paid
PAY000662,RIDE000708,UPI,405.36,0,0,405.36,Paid
PAY000663,RIDE000709,Card,352.41,0,0,352.41,Paid
PAY000664,RIDE000710,Cash,450.77,22.97,103.53,347.24,Paid
PAY000665,RIDE000711,Card,370.15,0,0,370.15,Paid
PAY000666,RIDE000712,UPI,307.08,0,0,307.08,Pending
PAY000667,RIDE000713,Cash,146.12,0,0,146.12,Paid
PAY000668,RIDE000714,Wallet,257.09,15.09,38.81,218.28,Paid
PAY000669,RIDE000715,Wallet,361.19,0,0,361.19,Paid
PAY000670,RIDE000716,Cash,54.33,18.84,10.23,44.1,Paid
PAY000671,RIDE000717,Cash,89.65,0,0,89.65,Paid
PAY000672,RIDE000718,Wallet,201.54,0,0,201.54,Paid
PAY000673,RIDE000719,Cash,133.54,0,0,133.54,Paid
PAY000674,RIDE000720,Cash,149.42,0,0,149.42,Paid
PAY000675,RIDE000721,Cash,109.73,0,0,109.73,Paid
PAY000676,RIDE000722,UPI,78.11,0,0,78.11,Paid
PAY000677,RIDE000723,UPI,137.41,0,0,137.41,Paid
PAY000678,RIDE000724,Wallet,257.17,23.85,61.33,195.84,Paid
PAY000679,RIDE000725,Wallet,114.35,18.83,21.53,92.82,Paid
PAY000680,RIDE000726,Wallet,427.73,22.21,95,332.73,Paid
PAY000681,RIDE000727,UPI,275.71,14.35,39.57,236.14,Paid
PAY000682,RIDE000728,Cash,268.9,20.97,56.38,212.52,Paid
PAY000683,RIDE000729,Cash,184.94,0,0,184.94,Paid
PAY000684,RIDE000730,Card,269.59,0,0,269.59,Paid
PAY000685,RIDE000731,Wallet,238.46,23.37,55.72,182.74,Paid
PAY000686,RIDE000732,Card,240.18,0,0,240.18,Paid
PAY000687,RIDE000733,UPI,136.66,0,0,136.66,Paid
PAY000688,RIDE000734,Wallet,96.55,10.73,10.36,86.19,Paid
PAY000689,RIDE000735,Cash,187.57,0,0,187.57,Paid
PAY000690,RIDE000736,Cash,253.12,17.17,43.46,209.66,Paid
PAY000691,RIDE000737,Card,405.61,0,0,405.61,Paid
PAY000692,RIDE000738,Wallet,112.74,0,0,112.74,Paid
PAY000693,RIDE000739,Cash,265.38,12.62,33.49,231.89,Paid
PAY000694,RIDE000740,UPI,521.17,12.36,64.42,456.75,Pending
PAY000695,RIDE000741,Cash,198.4,0,0,198.4,Paid
PAY000696,RIDE000742,Wallet,188.81,0,0,188.81,Paid
PAY000697,RIDE000743,Cash,129.43,13.11,16.97,112.46,Paid
PAY000698,RIDE000744,UPI,134.07,0,0,134.07,Paid
PAY000699,RIDE000745,Wallet,165.78,0,0,165.78,Paid
PAY000700,RIDE000746,Card,275.97,0,0,275.97,Paid
PAY000701,RIDE000747,UPI,243.66,23.12,56.33,187.33,Paid
PAY000702,RIDE000748,UPI,328.53,16.23,53.32,275.21,Paid
PAY000703,RIDE000749,Wallet,137.78,0,0,137.78,Paid
PAY000704,RIDE000750,Card,80.07,0,0,80.07,Paid
PAY000705,RIDE000751,Cash,187.61,16.99,31.87,155.74,Paid
PAY000706,RIDE000752,Wallet,394.47,21.05,83.04,311.43,Paid
PAY000707,RIDE000753,Card,216.36,0,0,216.36,Paid
PAY000708,RIDE000755,Wallet,204.24,19.52,39.87,164.37,Paid
PAY000709,RIDE000756,Cash,370.1,0,0,370.1,Paid
PAY000710,RIDE000757,Wallet,354.53,0,0,354.53,Paid
PAY000711,RIDE000758,Wallet,212.5,0,0,212.5,Paid
PAY000712,RIDE000759,Cash,139.48,0,0,139.48,Paid
PAY000713,RIDE000760,Cash,156.53,0,0,156.53,Paid
PAY000714,RIDE000761,Cash,116.1,19.83,23.03,93.07,Paid
PAY000715,RIDE000762,Wallet,212.18,0,0,212.18,Paid
PAY000716,RIDE000764,Cash,378.84,19.26,72.98,305.86,Paid
PAY000717,RIDE000765,Cash,268.08,0,0,268.08,Paid
PAY000718,RIDE000766,Cash,231.09,0,0,231.09,Paid
PAY000719,RIDE000767,Cash,370.28,0,0,370.28,Paid
PAY000720,RIDE000768,UPI,431.3,0,0,431.3,Paid
PAY000721,RIDE000769,Card,421.86,0,0,421.86,Paid
PAY000722,RIDE000770,UPI,66.26,0,0,66.26,Paid
PAY000723,RIDE000771,UPI,200.8,0,0,200.8,Paid
PAY000724,RIDE000772,Wallet,236.07,18.47,43.6,192.47,Paid
PAY000725,RIDE000773,UPI,322.01,0,0,322.01,Paid
PAY000726,RIDE000774,UPI,129.2,19.97,25.8,103.4,Paid
PAY000727,RIDE000775,Cash,261.07,12.4,32.38,228.69,Paid
PAY000728,RIDE000776,UPI,412.17,0,0,412.17,Paid
PAY000729,RIDE000777,Wallet,319.3,0,0,319.3,Paid
PAY000730,RIDE000778,Wallet,153.99,0,0,153.99,Paid
PAY000731,RIDE000779,Cash,363.02,0,0,363.02,Paid
PAY000732,RIDE000780,Wallet,263.94,21.59,56.99,206.95,Paid
PAY000733,RIDE000781,Card,285.76,0,0,285.76,Paid
PAY000734,RIDE000782,Wallet,382.37,12.42,47.51,334.86,Paid
PAY000735,RIDE000783,UPI,332.81,24.34,81.02,251.79,Paid
PAY000736,RIDE000784,UPI,374.74,18.18,68.13,306.61,Paid
PAY000737,RIDE000785,Wallet,175.85,0,0,175.85,Paid
PAY000738,RIDE000786,Wallet,344.73,24.07,82.96,261.77,Paid
PAY000739,RIDE000787,Wallet,444.01,0,0,444.01,Paid
PAY000740,RIDE000788,Cash,414.8,0,0,414.8,Paid
PAY000741,RIDE000789,Wallet,422.64,0,0,422.64,Paid
PAY000742,RIDE000790,UPI,119.05,14.39,17.13,101.92,Pending
PAY000743,RIDE000791,Wallet,240.7,18.91,45.51,195.19,Paid
PAY000744,RIDE000792,Cash,533.5,0,0,533.5,Paid
PAY000745,RIDE000793,UPI,432,0,0,432,Paid
PAY000746,RIDE000794,Cash,420.63,24.77,104.21,316.42,Paid
PAY000747,RIDE000795,Wallet,180.02,0,0,180.02,Pending
PAY000748,RIDE000796,Cash,120.02,0,0,120.02,Paid
PAY000749,RIDE000797,Cash,280.62,21.58,60.57,220.05,Paid
PAY000750,RIDE000798,UPI,90.86,0,0,90.86,Paid
PAY000751,RIDE000799,Card,80.16,24.25,19.43,60.73,Paid
PAY000752,RIDE000800,Card,344.3,0,0,344.3,Paid
PAY000753,RIDE000801,Cash,308.75,0,0,308.75,Paid
PAY000754,RIDE000803,Wallet,383.54,0,0,383.54,Pending
PAY000755,RIDE000804,Card,301.57,0,0,301.57,Paid
PAY000756,RIDE000805,UPI,293.53,10.09,29.61,263.92,Paid
PAY000757,RIDE000806,UPI,427.44,0,0,427.44,Paid
PAY000758,RIDE000808,Cash,192.45,0,0,192.45,Paid
PAY000759,RIDE000809,Card,438.35,0,0,438.35,Paid
PAY000760,RIDE000810,UPI,336.3,0,0,336.3,Paid
PAY000761,RIDE000811,UPI,525.8,11.23,59.05,466.75,Paid
PAY000762,RIDE000812,Cash,180.46,0,0,180.46,Paid
PAY000763,RIDE000813,Cash,433.05,0,0,433.05,Paid
PAY000764,RIDE000814,Card,180,11.86,21.34,158.66,Paid
PAY000765,RIDE000815,UPI,178.05,0,0,178.05,Paid
PAY000766,RIDE000816,UPI,130.71,15.09,19.72,110.99,Paid
PAY000767,RIDE000817,Card,261.43,0,0,261.43,Paid
PAY000768,RIDE000818,Wallet,98.39,0,0,98.39,Paid
PAY000769,RIDE000819,Cash,350.46,0,0,350.46,Paid
PAY000770,RIDE000820,Wallet,243.69,0,0,243.69,Paid
PAY000771,RIDE000821,Card,296.88,21.48,63.78,233.1,Paid
PAY000772,RIDE000822,UPI,176.39,21.23,37.45,138.94,Paid
PAY000773,RIDE000823,Wallet,244.95,0,0,244.95,Paid
PAY000774,RIDE000824,UPI,311.63,0,0,311.63,Paid
PAY000775,RIDE000825,Card,264.05,20.23,53.43,210.62,Paid
PAY000776,RIDE000826,Card,349.02,15.18,52.99,296.03,Paid
PAY000777,RIDE000827,Card,409.67,0,0,409.67,Pending
PAY000778,RIDE000828,UPI,341.59,0,0,341.59,Paid
PAY000779,RIDE000829,Card,247.51,16.94,41.93,205.58,Paid
PAY000780,RIDE000830,Cash,318.19,0,0,318.19,Paid
PAY000781,RIDE000831,Cash,203.96,0,0,203.96,Paid
PAY000782,RIDE000832,Wallet,280.82,0,0,280.82,Paid
PAY000783,RIDE000833,UPI,356.34,0,0,356.34,Paid
PAY000784,RIDE000835,Cash,133.61,0,0,133.61,Paid
PAY000785,RIDE000836,Cash,154.16,20.28,31.26,122.9,Paid
PAY000786,RIDE000837,Cash,323.63,14.72,47.65,275.98,Paid
PAY000787,RIDE000838,Cash,177.06,10.45,18.5,158.56,Paid
PAY000788,RIDE000839,Wallet,109.62,18.09,19.83,89.79,Paid
PAY000789,RIDE000840,Card,62.58,18.3,11.45,51.13,Paid
PAY000790,RIDE000841,Cash,402.69,0,0,402.69,Paid
PAY000791,RIDE000842,UPI,283.39,0,0,283.39,Paid
PAY000792,RIDE000843,Cash,92.5,0,0,92.5,Paid
PAY000793,RIDE000844,Card,154.99,13.38,20.74,134.25,Paid
PAY000794,RIDE000845,Cash,300.65,0,0,300.65,Paid
PAY000795,RIDE000846,Card,420.87,24.45,102.9,317.97,Paid
PAY000796,RIDE000847,Wallet,361.6,15.15,54.77,306.83,Paid
PAY000797,RIDE000849,Wallet,336.48,13.7,46.1,290.38,Paid
PAY000798,RIDE000850,Cash,206.8,0,0,206.8,Paid
PAY000799,RIDE000851,UPI,251.26,0,0,251.26,Paid
PAY000800,RIDE000852,UPI,259.55,0,0,259.55,Paid
PAY000801,RIDE000853,Cash,75.05,0,0,75.05,Paid
PAY000802,RIDE000854,Wallet,144.74,0,0,144.74,Paid
PAY000803,RIDE000855,UPI,351,15.71,55.14,295.86,Pending
PAY000804,RIDE000856,Card,266.59,0,0,266.59,Paid
PAY000805,RIDE000857,Wallet,147.57,0,0,147.57,Paid
PAY000806,RIDE000858,UPI,71.07,0,0,71.07,Paid
